Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths,Attributable YLL,Attributable YLD,Attributable DALY
High blood pressure,Coronary heart disease,85+,2003,Persons,5441.1,28872.8,7078.3,35951.1
High blood pressure,Coronary heart disease,85+,2011,Females,3398.4,16664.7,4143.8,20808.5
High blood pressure,Coronary heart disease,85+,2011,Males,1973.5,10828.5,2826.3,13654.8
High blood pressure,Coronary heart disease,85+,2011,Persons,5371.9,27493.1,6970.2,34463.3
High blood pressure,Coronary heart disease,85+,2015,Females,3070.1,14682.3,3838.9,18521.1
High blood pressure,Coronary heart disease,85+,2015,Males,2014.8,10708.4,2930.7,13639.1
High blood pressure,Coronary heart disease,85+,2015,Persons,5084.9,25390.6,6769.6,32160.2
High blood pressure,Coronary heart disease,85+,2018,Females,2476.8,11523.8,3663.5,15187.4
High blood pressure,Coronary heart disease,85+,2018,Males,1908.4,9982.3,3069.7,13052
High blood pressure,Coronary heart disease,85+,2018,Persons,4385.2,21506.1,6733.3,28239.4
High blood pressure,Dementia,65–84,2003,Females,37.9,443.8,688.7,1132.5
High blood pressure,Dementia,65–84,2003,Males,45.7,568.3,625.1,1193.4
High blood pressure,Dementia,65–84,2003,Persons,83.7,1012.1,1313.8,2325.9
High blood pressure,Dementia,65–84,2011,Females,69.9,807.1,718.6,1525.7
High blood pressure,Dementia,65–84,2011,Males,90.6,1082.3,721,1803.3
High blood pressure,Dementia,65–84,2011,Persons,160.6,1889.5,1439.5,3329
High blood pressure,Dementia,65–84,2015,Females,73.6,854.6,726,1580.6
High blood pressure,Dementia,65–84,2015,Males,82.7,1024.1,601.5,1625.7
High blood pressure,Dementia,65–84,2015,Persons,156.3,1878.7,1327.6,3206.3
High blood pressure,Dementia,65–84,2018,Females,59.6,708.2,602.9,1311.1
High blood pressure,Dementia,65–84,2018,Males,101.6,1244.3,747.2,1991.5
High blood pressure,Dementia,65–84,2018,Persons,161.2,1952.5,1350.1,3302.7
High blood pressure,Dementia,85+,2003,Females,86.8,426.1,704.1,1130.2
High blood pressure,Dementia,85+,2003,Males,48.2,267.3,289.4,556.7
High blood pressure,Dementia,85+,2003,Persons,134.9,693.5,993.5,1686.9
High blood pressure,Dementia,85+,2011,Females,183.6,898,891,1789
High blood pressure,Dementia,85+,2011,Males,117.8,635.8,429.3,1065.1
High blood pressure,Dementia,85+,2011,Persons,301.3,1533.8,1320.3,2854.1
High blood pressure,Dementia,85+,2015,Females,217.5,1045.7,969.9,2015.6
High blood pressure,Dementia,85+,2015,Males,122.9,660.1,403.3,1063.4
High blood pressure,Dementia,85+,2015,Persons,340.4,1705.8,1373.1,3079
High blood pressure,Dementia,85+,2018,Females,184.5,869.3,786.5,1655.8
High blood pressure,Dementia,85+,2018,Males,160.6,836.3,511.7,1348
High blood pressure,Dementia,85+,2018,Persons,345.2,1705.7,1298.2,3003.8
High blood pressure,Hypertensive heart disease,25–34,2003,Females,0.1,3.6,0.2,3.7
High blood pressure,Hypertensive heart disease,25–34,2003,Males,0,2.1,0.2,2.3
High blood pressure,Hypertensive heart disease,25–34,2003,Persons,0.1,5.7,0.3,6
High blood pressure,Hypertensive heart disease,25–34,2011,Females,0.1,3.9,0.1,4
High blood pressure,Hypertensive heart disease,25–34,2011,Males,1.3,69.7,0.2,69.9
High blood pressure,Hypertensive heart disease,25–34,2011,Persons,1.3,73.6,0.3,73.9
High blood pressure,Hypertensive heart disease,25–34,2015,Females,0,1.3,0.2,1.5
High blood pressure,Hypertensive heart disease,25–34,2015,Males,0.6,33,0.2,33.2
High blood pressure,Hypertensive heart disease,25–34,2015,Persons,0.6,34.3,0.4,34.7
High blood pressure,Hypertensive heart disease,25–34,2018,Females,0,2.7,0.2,2.9
High blood pressure,Hypertensive heart disease,25–34,2018,Males,0,1.1,0.2,1.4
High blood pressure,Hypertensive heart disease,25–34,2018,Persons,0.1,3.8,0.4,4.2
High blood pressure,Hypertensive heart disease,35–44,2003,Females,1.1,51.8,0.4,52.2
High blood pressure,Hypertensive heart disease,35–44,2003,Males,3.4,152.7,0.5,153.2
High blood pressure,Hypertensive heart disease,35–44,2003,Persons,4.5,204.5,0.9,205.4
High blood pressure,Hypertensive heart disease,35–44,2011,Females,2.4,102.6,0.4,103
High blood pressure,Hypertensive heart disease,35–44,2011,Males,3.3,153.3,0.5,153.8
High blood pressure,Hypertensive heart disease,35–44,2011,Persons,5.7,255.9,0.8,256.8
High blood pressure,Hypertensive heart disease,35–44,2015,Females,1.6,73.3,0.5,73.8
High blood pressure,Hypertensive heart disease,35–44,2015,Males,3.3,153.5,0.5,154
High blood pressure,Hypertensive heart disease,35–44,2015,Persons,4.9,226.9,1,227.9
High blood pressure,Hypertensive heart disease,35–44,2018,Females,1.1,51.5,0.5,52
High blood pressure,Hypertensive heart disease,35–44,2018,Males,2,93.2,0.6,93.8
High blood pressure,Hypertensive heart disease,35–44,2018,Persons,3.1,144.7,1.1,145.8
High blood pressure,Hypertensive heart disease,45–54,2003,Females,4.2,160.3,1.2,161.5
High blood pressure,Hypertensive heart disease,45–54,2003,Males,11.6,445,1.2,446.2
High blood pressure,Hypertensive heart disease,45–54,2003,Persons,15.8,605.3,2.4,607.7
High blood pressure,Hypertensive heart disease,45–54,2011,Females,2.3,84.9,1.2,86.1
High blood pressure,Hypertensive heart disease,45–54,2011,Males,5.4,200.9,1.2,202.1
High blood pressure,Hypertensive heart disease,45–54,2011,Persons,7.7,285.8,2.4,288.2
High blood pressure,Hypertensive heart disease,45–54,2015,Females,5.9,213.8,1.3,215.1
High blood pressure,Hypertensive heart disease,45–54,2015,Males,17.6,657.3,1.3,658.6
High blood pressure,Hypertensive heart disease,45–54,2015,Persons,23.5,871.1,2.6,873.7
High blood pressure,Hypertensive heart disease,45–54,2018,Females,5,174.4,1.5,175.8
High blood pressure,Hypertensive heart disease,45–54,2018,Males,17.4,631.3,1.5,632.8
High blood pressure,Hypertensive heart disease,45–54,2018,Persons,22.4,805.6,3,808.6
High blood pressure,Hypertensive heart disease,55–64,2003,Females,7.7,211,2.6,213.6
High blood pressure,Hypertensive heart disease,55–64,2003,Males,13.3,354.8,2.9,357.7
High blood pressure,Hypertensive heart disease,55–64,2003,Persons,21,565.8,5.5,571.3
High blood pressure,Hypertensive heart disease,55–64,2011,Females,8.6,230.9,2.7,233.6
High blood pressure,Hypertensive heart disease,55–64,2011,Males,19.5,544.8,3.1,547.8
High blood pressure,Hypertensive heart disease,55–64,2011,Persons,28.1,775.7,5.7,781.4
High blood pressure,Hypertensive heart disease,55–64,2015,Females,10.3,287.9,2.9,290.8
High blood pressure,Hypertensive heart disease,55–64,2015,Males,26.6,767.7,3.3,771
High blood pressure,Hypertensive heart disease,55–64,2015,Persons,36.9,1055.6,6.2,1061.8
High blood pressure,Hypertensive heart disease,55–64,2018,Females,10.7,295.4,3.3,298.7
High blood pressure,Hypertensive heart disease,55–64,2018,Males,26.2,723.3,3.7,726.9
High blood pressure,Hypertensive heart disease,55–64,2018,Persons,36.9,1018.7,7,1025.6
High blood pressure,Hypertensive heart disease,65–84,2003,Females,99.2,1214.6,25.4,1240
High blood pressure,Hypertensive heart disease,65–84,2003,Males,68.5,980.3,16,996.3
High blood pressure,Hypertensive heart disease,65–84,2003,Persons,167.7,2194.9,41.4,2236.2
High blood pressure,Hypertensive heart disease,65–84,2011,Females,65.9,807.5,25,832.6
High blood pressure,Hypertensive heart disease,65–84,2011,Males,68.7,930.5,15.9,946.4
High blood pressure,Hypertensive heart disease,65–84,2011,Persons,134.6,1738.1,40.9,1779
High blood pressure,Hypertensive heart disease,65–84,2015,Females,105.2,1308.3,24.9,1333.2
High blood pressure,Hypertensive heart disease,65–84,2015,Males,110,1638.8,16.7,1655.5
High blood pressure,Hypertensive heart disease,65–84,2015,Persons,215.3,2947.1,41.6,2988.7
High blood pressure,Hypertensive heart disease,65–84,2018,Females,105.1,1298.3,26.1,1324.4
High blood pressure,Hypertensive heart disease,65–84,2018,Males,106.1,1625,18.1,1643.1
High blood pressure,Hypertensive heart disease,65–84,2018,Persons,211.2,2923.3,44.2,2967.6
High blood pressure,Hypertensive heart disease,85+,2003,Females,219.3,1072,34.9,1106.9
High blood pressure,Hypertensive heart disease,85+,2003,Males,53.1,290.9,11.8,302.7
High blood pressure,Hypertensive heart disease,85+,2003,Persons,272.4,1363,46.7,1409.7
High blood pressure,Hypertensive heart disease,85+,2011,Females,313.1,1425.7,37.9,1463.6
High blood pressure,Hypertensive heart disease,85+,2011,Males,90.7,470.2,12.5,482.8
High blood pressure,Hypertensive heart disease,85+,2011,Persons,403.8,1895.9,50.4,1946.3
High blood pressure,Hypertensive heart disease,85+,2015,Females,422.8,1931.6,39.6,1971.2
High blood pressure,Hypertensive heart disease,85+,2015,Males,137.8,677.7,14.4,692.1
High blood pressure,Hypertensive heart disease,85+,2015,Persons,560.6,2609.3,54.1,2663.3
High blood pressure,Hypertensive heart disease,85+,2018,Females,345.1,1544.5,41.5,1586
High blood pressure,Hypertensive heart disease,85+,2018,Males,114.5,560.1,16.2,576.4
High blood pressure,Hypertensive heart disease,85+,2018,Persons,459.5,2104.6,57.7,2162.3
High blood pressure,Inflammatory heart disease,25–34,2003,Females,0,0.6,0.3,0.9
High blood pressure,Inflammatory heart disease,25–34,2003,Males,0.1,6.4,0.9,7.3
High blood pressure,Inflammatory heart disease,25–34,2003,Persons,0.1,6.9,1.2,8.1
High blood pressure,Inflammatory heart disease,25–34,2011,Females,0.1,3.9,0.2,4.1
High blood pressure,Inflammatory heart disease,25–34,2011,Males,0.7,38.3,0.9,39.2
High blood pressure,Inflammatory heart disease,25–34,2011,Persons,0.7,42.2,1.1,43.3
High blood pressure,Inflammatory heart disease,25–34,2015,Females,0,2.2,0.3,2.5
High blood pressure,Inflammatory heart disease,25–34,2015,Males,0.1,6.3,1,7.3
High blood pressure,Inflammatory heart disease,25–34,2015,Persons,0.1,8.5,1.3,9.8
High blood pressure,Inflammatory heart disease,25–34,2018,Females,0.1,7.3,0.4,7.7
High blood pressure,Inflammatory heart disease,25–34,2018,Males,0.1,5.1,1.1,6.2
High blood pressure,Inflammatory heart disease,25–34,2018,Persons,0.2,12.4,1.5,13.9
High blood pressure,Inflammatory heart disease,35–44,2003,Females,0.2,9.7,0.5,10.1
High blood pressure,Inflammatory heart disease,35–44,2003,Males,0.5,21.8,1.3,23
High blood pressure,Inflammatory heart disease,35–44,2003,Persons,0.7,31.4,1.7,33.2
High blood pressure,Inflammatory heart disease,35–44,2011,Females,0.1,4.9,0.4,5.3
High blood pressure,Inflammatory heart disease,35–44,2011,Males,0.5,24.5,1.2,25.7
High blood pressure,Inflammatory heart disease,35–44,2011,Persons,0.6,29.4,1.6,31
High blood pressure,Inflammatory heart disease,35–44,2015,Females,0.2,10.8,0.5,11.3
High blood pressure,Inflammatory heart disease,35–44,2015,Males,0.7,33.6,1.4,34.9
High blood pressure,Inflammatory heart disease,35–44,2015,Persons,1,44.4,1.9,46.3
High blood pressure,Inflammatory heart disease,35–44,2018,Females,0.1,4,0.6,4.6
High blood pressure,Inflammatory heart disease,35–44,2018,Males,0.8,36,1.5,37.5
High blood pressure,Inflammatory heart disease,35–44,2018,Persons,0.9,40.1,2.1,42.2
High blood pressure,Inflammatory heart disease,45–54,2003,Females,0.4,14.6,1.5,16.1
High blood pressure,Inflammatory heart disease,45–54,2003,Males,0.3,13.2,2.5,15.7
High blood pressure,Inflammatory heart disease,45–54,2003,Persons,0.7,27.7,4.1,31.8
High blood pressure,Inflammatory heart disease,45–54,2011,Females,0.5,19.3,1.4,20.8
High blood pressure,Inflammatory heart disease,45–54,2011,Males,0.7,25.4,2.5,27.9
High blood pressure,Inflammatory heart disease,45–54,2011,Persons,1.2,44.7,3.9,48.7
High blood pressure,Inflammatory heart disease,45–54,2015,Females,0.4,14.8,1.6,16.4
High blood pressure,Inflammatory heart disease,45–54,2015,Males,0.5,20,2.6,22.6
High blood pressure,Inflammatory heart disease,45–54,2015,Persons,0.9,34.8,4.3,39.1
High blood pressure,Inflammatory heart disease,45–54,2018,Females,0.6,21.1,1.8,22.8
High blood pressure,Inflammatory heart disease,45–54,2018,Males,1.3,49,3.2,52.2
High blood pressure,Inflammatory heart disease,45–54,2018,Persons,1.9,70.1,5,75.1
High blood pressure,Inflammatory heart disease,55–64,2003,Females,0.5,15,2.8,17.8
High blood pressure,Inflammatory heart disease,55–64,2003,Males,0.5,14.4,4.9,19.2
High blood pressure,Inflammatory heart disease,55–64,2003,Persons,1.1,29.4,7.7,37
High blood pressure,Inflammatory heart disease,55–64,2011,Females,0.4,11.6,2.8,14.4
High blood pressure,Inflammatory heart disease,55–64,2011,Males,1.1,31,4.7,35.7
High blood pressure,Inflammatory heart disease,55–64,2011,Persons,1.5,42.6,7.5,50.1
High blood pressure,Inflammatory heart disease,55–64,2015,Females,0.7,17.9,3.1,21
High blood pressure,Inflammatory heart disease,55–64,2015,Males,1.1,31.5,5.2,36.8
High blood pressure,Inflammatory heart disease,55–64,2015,Persons,1.8,49.4,8.4,57.8
High blood pressure,Inflammatory heart disease,55–64,2018,Females,0.5,14.9,3.4,18.3
High blood pressure,Inflammatory heart disease,55–64,2018,Males,2,57,5.8,62.8
High blood pressure,Inflammatory heart disease,55–64,2018,Persons,2.6,71.8,9.2,81.1
High blood pressure,Inflammatory heart disease,65–84,2003,Females,2.2,33.8,17,50.7
High blood pressure,Inflammatory heart disease,65–84,2003,Males,3.6,53.5,19.1,72.6
High blood pressure,Inflammatory heart disease,65–84,2003,Persons,5.8,87.2,36.1,123.3
High blood pressure,Inflammatory heart disease,65–84,2011,Females,2.5,38.4,15.7,54.1
High blood pressure,Inflammatory heart disease,65–84,2011,Males,3.2,44.1,17.3,61.5
High blood pressure,Inflammatory heart disease,65–84,2011,Persons,5.6,82.5,33.1,115.6
High blood pressure,Inflammatory heart disease,65–84,2015,Females,2.2,30.1,15.8,45.9
High blood pressure,Inflammatory heart disease,65–84,2015,Males,3.5,56.6,18.8,75.4
High blood pressure,Inflammatory heart disease,65–84,2015,Persons,5.8,86.8,34.6,121.4
High blood pressure,Inflammatory heart disease,65–84,2018,Females,4.1,57.9,16.1,74.1
High blood pressure,Inflammatory heart disease,65–84,2018,Males,5.3,81.4,20.3,101.6
High blood pressure,Inflammatory heart disease,65–84,2018,Persons,9.4,139.3,36.4,175.7
High blood pressure,Inflammatory heart disease,85+,2003,Females,0.7,4.3,14.9,19.2
High blood pressure,Inflammatory heart disease,85+,2003,Males,0.5,2.7,10.6,13.3
High blood pressure,Inflammatory heart disease,85+,2003,Persons,1.2,7,25.5,32.5
High blood pressure,Inflammatory heart disease,85+,2011,Females,0.9,5,15.3,20.4
High blood pressure,Inflammatory heart disease,85+,2011,Males,0.9,5.5,10,15.5
High blood pressure,Inflammatory heart disease,85+,2011,Persons,1.9,10.5,25.3,35.9
High blood pressure,Inflammatory heart disease,85+,2015,Females,1.7,9.9,15.7,25.7
High blood pressure,Inflammatory heart disease,85+,2015,Males,0.9,5.7,11.6,17.3
High blood pressure,Inflammatory heart disease,85+,2015,Persons,2.7,15.6,27.3,42.9
High blood pressure,Inflammatory heart disease,85+,2018,Females,2,11.5,15.9,27.3
High blood pressure,Inflammatory heart disease,85+,2018,Males,1.9,11.6,12.9,24.5
High blood pressure,Inflammatory heart disease,85+,2018,Persons,4,23.1,28.7,51.8
High blood pressure,Non-rheumatic valvular disease,25–34,2003,Females,0.4,22.6,14.6,37.2
High blood pressure,Non-rheumatic valvular disease,25–34,2003,Males,0.8,46.4,14.5,61
High blood pressure,Non-rheumatic valvular disease,25–34,2003,Persons,1.2,69,29.1,98.1
High blood pressure,Non-rheumatic valvular disease,25–34,2011,Females,0.3,19.9,5.8,25.7
High blood pressure,Non-rheumatic valvular disease,25–34,2011,Males,0.5,27.7,9.5,37.2
High blood pressure,Non-rheumatic valvular disease,25–34,2011,Persons,0.8,47.6,15.2,62.9
High blood pressure,Non-rheumatic valvular disease,25–34,2015,Females,0.3,15.5,5.9,21.4
High blood pressure,Non-rheumatic valvular disease,25–34,2015,Males,0.8,42.3,10.1,52.4
High blood pressure,Non-rheumatic valvular disease,25–34,2015,Persons,1,57.9,16,73.9
High blood pressure,Non-rheumatic valvular disease,25–34,2018,Females,0,2.4,5.8,8.2
High blood pressure,Non-rheumatic valvular disease,25–34,2018,Males,0,0.6,10.7,11.3
High blood pressure,Non-rheumatic valvular disease,25–34,2018,Persons,0.1,3,16.6,19.5
High blood pressure,Non-rheumatic valvular disease,35–44,2003,Females,1.1,51,24,75.1
High blood pressure,Non-rheumatic valvular disease,35–44,2003,Males,2.1,96.1,27.8,124
High blood pressure,Non-rheumatic valvular disease,35–44,2003,Persons,3.1,147.2,51.8,199
High blood pressure,Non-rheumatic valvular disease,35–44,2011,Females,0.7,31.3,12.2,43.6
High blood pressure,Non-rheumatic valvular disease,35–44,2011,Males,2.1,96.3,20,116.3
High blood pressure,Non-rheumatic valvular disease,35–44,2011,Persons,2.7,127.6,32.3,159.8
High blood pressure,Non-rheumatic valvular disease,35–44,2015,Females,0.3,13.8,12.3,26.2
High blood pressure,Non-rheumatic valvular disease,35–44,2015,Males,2.3,110.2,21.2,131.4
High blood pressure,Non-rheumatic valvular disease,35–44,2015,Persons,2.7,124,33.5,157.5
High blood pressure,Non-rheumatic valvular disease,35–44,2018,Females,0.7,31.6,11.7,43.3
High blood pressure,Non-rheumatic valvular disease,35–44,2018,Males,1,47.6,22.7,70.3
High blood pressure,Non-rheumatic valvular disease,35–44,2018,Persons,1.7,79.2,34.4,113.5
High blood pressure,Non-rheumatic valvular disease,45–54,2003,Females,1.2,44.9,57.7,102.5
High blood pressure,Non-rheumatic valvular disease,45–54,2003,Males,5.1,185.7,74.3,260
High blood pressure,Non-rheumatic valvular disease,45–54,2003,Persons,6.3,230.6,131.9,362.5
High blood pressure,Non-rheumatic valvular disease,45–54,2011,Females,2.4,90.7,32.4,123.1
High blood pressure,Non-rheumatic valvular disease,45–54,2011,Males,7.6,275.5,55.1,330.6
High blood pressure,Non-rheumatic valvular disease,45–54,2011,Persons,10,366.3,87.5,453.7
High blood pressure,Non-rheumatic valvular disease,45–54,2015,Females,2,75.4,30.8,106.2
High blood pressure,Non-rheumatic valvular disease,45–54,2015,Males,5,181.9,56.5,238.4
High blood pressure,Non-rheumatic valvular disease,45–54,2015,Persons,7,257.3,87.3,344.6
High blood pressure,Non-rheumatic valvular disease,45–54,2018,Females,2,75.1,30.3,105.4
High blood pressure,Non-rheumatic valvular disease,45–54,2018,Males,4.9,179.2,62,241.1
High blood pressure,Non-rheumatic valvular disease,45–54,2018,Persons,6.9,254.2,92.3,346.5
High blood pressure,Non-rheumatic valvular disease,55–64,2003,Females,3,83.2,107.2,190.4
High blood pressure,Non-rheumatic valvular disease,55–64,2003,Males,9.5,264.1,161.8,425.9
High blood pressure,Non-rheumatic valvular disease,55–64,2003,Persons,12.5,347.3,269.1,616.3
High blood pressure,Non-rheumatic valvular disease,55–64,2011,Females,4.8,134.6,76.2,210.8
High blood pressure,Non-rheumatic valvular disease,55–64,2011,Males,11.5,313.8,142.4,456.2
High blood pressure,Non-rheumatic valvular disease,55–64,2011,Persons,16.3,448.4,218.7,667
High blood pressure,Non-rheumatic valvular disease,55–64,2015,Females,5.5,150.8,78.7,229.6
High blood pressure,Non-rheumatic valvular disease,55–64,2015,Males,13.1,358.3,151.8,510.1
High blood pressure,Non-rheumatic valvular disease,55–64,2015,Persons,18.6,509.1,230.6,739.7
High blood pressure,Non-rheumatic valvular disease,55–64,2018,Females,5.6,155.3,80.8,236.1
High blood pressure,Non-rheumatic valvular disease,55–64,2018,Males,12.4,345.5,163.4,508.8
High blood pressure,Non-rheumatic valvular disease,55–64,2018,Persons,18,500.7,244.2,744.9
High blood pressure,Non-rheumatic valvular disease,65–84,2003,Females,72.5,914.2,686.1,1600.2
High blood pressure,Non-rheumatic valvular disease,65–84,2003,Males,78.8,1051.5,685.7,1737.1
High blood pressure,Non-rheumatic valvular disease,65–84,2003,Persons,151.2,1965.6,1371.7,3337.4
High blood pressure,Non-rheumatic valvular disease,65–84,2011,Females,78.2,959.1,573.8,1532.9
High blood pressure,Non-rheumatic valvular disease,65–84,2011,Males,79.6,1064,615.8,1679.8
High blood pressure,Non-rheumatic valvular disease,65–84,2011,Persons,157.7,2023.2,1189.5,3212.7
High blood pressure,Non-rheumatic valvular disease,65–84,2015,Females,75.8,946.1,564,1510.1
High blood pressure,Non-rheumatic valvular disease,65–84,2015,Males,83.2,1108.6,686.6,1795.2
High blood pressure,Non-rheumatic valvular disease,65–84,2015,Persons,159,2054.7,1250.6,3305.3
High blood pressure,Non-rheumatic valvular disease,65–84,2018,Females,59.3,743.5,563,1306.5
High blood pressure,Non-rheumatic valvular disease,65–84,2018,Males,78.9,1061.7,743.7,1805.4
High blood pressure,Non-rheumatic valvular disease,65–84,2018,Persons,138.2,1805.2,1306.7,3111.8
High blood pressure,Non-rheumatic valvular disease,85+,2003,Females,99.4,533.1,512.4,1045.4
High blood pressure,Non-rheumatic valvular disease,85+,2003,Males,50.7,285.9,279.7,565.6
High blood pressure,Non-rheumatic valvular disease,85+,2003,Persons,150.1,819,792,1611
High blood pressure,Non-rheumatic valvular disease,85+,2011,Females,154.6,794.2,531.3,1325.6
High blood pressure,Non-rheumatic valvular disease,85+,2011,Males,79.2,435.1,282.4,717.6
High blood pressure,Non-rheumatic valvular disease,85+,2011,Persons,233.8,1229.4,813.8,2043.1
High blood pressure,Non-rheumatic valvular disease,85+,2015,Females,181.1,892.7,541.5,1434.2
High blood pressure,Non-rheumatic valvular disease,85+,2015,Males,109.2,587.4,328.1,915.5
High blood pressure,Non-rheumatic valvular disease,85+,2015,Persons,290.4,1480.2,869.6,2349.7
High blood pressure,Non-rheumatic valvular disease,85+,2018,Females,164.9,800.6,539.3,1339.9
High blood pressure,Non-rheumatic valvular disease,85+,2018,Males,99.6,522,365,886.9
High blood pressure,Non-rheumatic valvular disease,85+,2018,Persons,264.5,1322.6,904.3,2226.8
High blood pressure,Peripheral vascular disease,25–34,2003,Females,0,0.4,2.1,2.6
High blood pressure,Peripheral vascular disease,25–34,2003,Males,0.8,46.7,4.2,50.9
High blood pressure,Peripheral vascular disease,25–34,2003,Persons,0.8,47.1,6.3,53.4
High blood pressure,Peripheral vascular disease,25–34,2011,Females,0,0.3,1.6,1.9
High blood pressure,Peripheral vascular disease,25–34,2011,Males,0,2.8,5.9,8.6
High blood pressure,Peripheral vascular disease,25–34,2011,Persons,0.1,3,7.5,10.5
High blood pressure,Peripheral vascular disease,25–34,2015,Females,0.3,14.4,1.9,16.2
High blood pressure,Peripheral vascular disease,25–34,2015,Males,0.4,24.9,4.7,29.6
High blood pressure,Peripheral vascular disease,25–34,2015,Persons,0.7,39.3,6.6,45.9
High blood pressure,Peripheral vascular disease,25–34,2018,Females,0.1,7,2.1,9.1
High blood pressure,Peripheral vascular disease,25–34,2018,Males,0.4,20.5,5.1,25.6
High blood pressure,Peripheral vascular disease,25–34,2018,Persons,0.5,27.5,7.2,34.7
High blood pressure,Peripheral vascular disease,35–44,2003,Females,0.2,10,2.5,12.5
High blood pressure,Peripheral vascular disease,35–44,2003,Males,0.3,13.8,4.1,17.9
High blood pressure,Peripheral vascular disease,35–44,2003,Persons,0.5,23.8,6.7,30.5
High blood pressure,Peripheral vascular disease,35–44,2011,Females,0.3,12.5,2.1,14.6
High blood pressure,Peripheral vascular disease,35–44,2011,Males,0.2,6.9,4.9,11.7
High blood pressure,Peripheral vascular disease,35–44,2011,Persons,0.4,19.4,6.9,26.3
High blood pressure,Peripheral vascular disease,35–44,2015,Females,0.1,3.9,2.3,6.3
High blood pressure,Peripheral vascular disease,35–44,2015,Males,0.5,23.5,4.4,27.9
High blood pressure,Peripheral vascular disease,35–44,2015,Persons,0.6,27.5,6.7,34.2
High blood pressure,Peripheral vascular disease,35–44,2018,Females,0.5,24,2.4,26.4
High blood pressure,Peripheral vascular disease,35–44,2018,Males,0.9,43.5,4.1,47.7
High blood pressure,Peripheral vascular disease,35–44,2018,Persons,1.4,67.6,6.5,74.1
High blood pressure,Peripheral vascular disease,45–54,2003,Females,1.1,41,8.7,49.7
High blood pressure,Peripheral vascular disease,45–54,2003,Males,2,73,15.2,88.2
High blood pressure,Peripheral vascular disease,45–54,2003,Persons,3.1,114,23.8,137.8
High blood pressure,Peripheral vascular disease,45–54,2011,Females,1.5,54.4,9.1,63.4
High blood pressure,Peripheral vascular disease,45–54,2011,Males,1.6,58.5,14.9,73.4
High blood pressure,Peripheral vascular disease,45–54,2011,Persons,3.2,112.8,24,136.8
High blood pressure,Peripheral vascular disease,45–54,2015,Females,0.1,2.6,7.5,10.2
High blood pressure,Peripheral vascular disease,45–54,2015,Males,1.4,50.7,12.5,63.2
High blood pressure,Peripheral vascular disease,45–54,2015,Persons,1.4,53.3,20,73.3
High blood pressure,Peripheral vascular disease,45–54,2018,Females,0.8,29.8,7,36.8
High blood pressure,Peripheral vascular disease,45–54,2018,Males,1.1,38,12.6,50.6
High blood pressure,Peripheral vascular disease,45–54,2018,Persons,1.9,67.8,19.6,87.4
High blood pressure,Peripheral vascular disease,55–64,2003,Females,2,56,21.1,77.1
High blood pressure,Peripheral vascular disease,55–64,2003,Males,2.8,75.4,49.7,125
High blood pressure,Peripheral vascular disease,55–64,2003,Persons,4.8,131.4,70.7,202.1
High blood pressure,Peripheral vascular disease,55–64,2011,Females,2.2,60.7,20.7,81.3
High blood pressure,Peripheral vascular disease,55–64,2011,Males,5.2,144.6,49,193.6
High blood pressure,Peripheral vascular disease,55–64,2011,Persons,7.4,205.3,69.7,275
High blood pressure,Peripheral vascular disease,55–64,2015,Females,2.9,79.1,17.6,96.7
High blood pressure,Peripheral vascular disease,55–64,2015,Males,3.2,84,38.4,122.4
High blood pressure,Peripheral vascular disease,55–64,2015,Persons,6,163.1,56,219
High blood pressure,Peripheral vascular disease,55–64,2018,Females,1.9,50.6,17,67.6
High blood pressure,Peripheral vascular disease,55–64,2018,Males,5.8,155.5,37.3,192.9
High blood pressure,Peripheral vascular disease,55–64,2018,Persons,7.7,206.1,54.3,260.4
High blood pressure,Peripheral vascular disease,65–84,2003,Females,51.2,646.9,136.2,783.1
High blood pressure,Peripheral vascular disease,65–84,2003,Males,60.4,815.3,210.4,1025.7
High blood pressure,Peripheral vascular disease,65–84,2003,Persons,111.6,1462.2,346.6,1808.8
High blood pressure,Peripheral vascular disease,65–84,2011,Females,24.7,306.7,107.6,414.2
High blood pressure,Peripheral vascular disease,65–84,2011,Males,35.7,497.6,180.5,678.1
High blood pressure,Peripheral vascular disease,65–84,2011,Persons,60.4,804.2,288,1092.3
High blood pressure,Peripheral vascular disease,65–84,2015,Females,26.1,370.6,81.4,452
High blood pressure,Peripheral vascular disease,65–84,2015,Males,44.9,654.6,146.6,801.3
High blood pressure,Peripheral vascular disease,65–84,2015,Persons,71.1,1025.2,228,1253.3
High blood pressure,Peripheral vascular disease,65–84,2018,Females,30,392.2,72.7,464.9
High blood pressure,Peripheral vascular disease,65–84,2018,Males,46.7,669.1,132.9,802
High blood pressure,Peripheral vascular disease,65–84,2018,Persons,76.7,1061.3,205.5,1266.9
High blood pressure,Peripheral vascular disease,85+,2003,Females,70.7,351.4,36.7,388.1
High blood pressure,Peripheral vascular disease,85+,2003,Males,35.5,201.2,27.4,228.6
High blood pressure,Peripheral vascular disease,85+,2003,Persons,106.3,552.6,64.1,616.7
High blood pressure,Peripheral vascular disease,85+,2011,Females,55.9,269.3,40.2,309.5
High blood pressure,Peripheral vascular disease,85+,2011,Males,35.9,196.9,32.1,229
High blood pressure,Peripheral vascular disease,85+,2011,Persons,91.9,466.2,72.3,538.5
